Order_ID,Customer_ID,Order_Date,Product,Category,Revenue
101249,C001470,2025-01-25,Liver Syrup,Unani,647
101250,C001470,2025-01-02,Liver Syrup,Unani,402
101251,C001471,2025-01-12,Diabetes Care,Ayurvedic,934
101252,C001472,2025-01-27,Ashwagandha,Ayurvedic,2368
101253,C001473,2025-01-03,Immunity Booster,Ayurvedic,492
101254,C001473,2025-01-07,Immunity Booster,Ayurvedic,2184
101255,C001474,2025-01-01,Immunity Booster,Ayurvedic,800
101256,C001474,2025-01-25,Diabetes Care,Ayurvedic,901
101257,C001477,2025-01-12,Ashwagandha,Ayurvedic,568
101258,C001479,2025-01-12,Diabetes Care,Ayurvedic,2414
101259,C001479,2025-01-26,Liver Syrup,Unani,539
101260,C001480,2025-01-08,Ashwagandha,Ayurvedic,2408
101261,C001481,2025-01-28,Ashwagandha,Ayurvedic,715
101262,C001482,2025-01-07,Ashwagandha,Ayurvedic,594
101263,C001483,2025-01-10,Joint Care Oil,Unani,1043
101264,C001484,2025-01-24,Immunity Booster,Ayurvedic,1631
101265,C001486,2025-01-07,Immunity Booster,Ayurvedic,394
101266,C001488,2025-01-05,Diabetes Care,Ayurvedic,2054
101267,C001489,2025-01-12,Immunity Booster,Ayurvedic,1785
101268,C001491,2025-01-06,Joint Care Oil,Unani,1195
101269,C001493,2025-01-24,Immunity Booster,Ayurvedic,1771
101270,C001493,2025-01-27,Joint Care Oil,Unani,2368
101271,C001494,2025-01-17,Diabetes Care,Ayurvedic,1263
101272,C001496,2025-01-04,Ashwagandha,Ayurvedic,344
101273,C001497,2025-01-17,Ashwagandha,Ayurvedic,2498
101274,C001498,2025-01-11,Joint Care Oil,Unani,2249
101275,C001498,2025-01-11,Ashwagandha,Ayurvedic,2477
101276,C001499,2025-01-19,Immunity Booster,Ayurvedic,2324
101277,C001500,2025-01-10,Ashwagandha,Ayurvedic,2316
101278,C001501,2025-01-16,Diabetes Care,Ayurvedic,2310
101279,C001502,2025-01-26,Diabetes Care,Ayurvedic,496
101280,C001503,2025-01-18,Ashwagandha,Ayurvedic,1356
101281,C001504,2025-01-10,Joint Care Oil,Unani,1880
101282,C001507,2025-01-22,Immunity Booster,Ayurvedic,768
101283,C001507,2025-01-08,Joint Care Oil,Unani,1071
101284,C001508,2025-01-09,Ashwagandha,Ayurvedic,2061
101285,C001509,2025-01-13,Joint Care Oil,Unani,1985
101286,C001511,2025-01-25,Ashwagandha,Ayurvedic,1691
101287,C001512,2025-01-13,Diabetes Care,Ayurvedic,2268
101288,C001513,2025-01-21,Liver Syrup,Unani,1496
101289,C001514,2025-01-15,Immunity Booster,Ayurvedic,1434
101290,C001516,2025-01-14,Ashwagandha,Ayurvedic,2362
101291,C001516,2025-01-04,Joint Care Oil,Unani,905
101292,C001517,2025-01-11,Immunity Booster,Ayurvedic,659
101293,C001518,2025-01-11,Joint Care Oil,Unani,420
101294,C001519,2025-01-26,Ashwagandha,Ayurvedic,778
101295,C001520,2025-01-05,Diabetes Care,Ayurvedic,1177
101296,C001521,2025-01-25,Diabetes Care,Ayurvedic,727
101297,C001522,2025-01-13,Diabetes Care,Ayurvedic,866
101298,C001525,2025-01-21,Liver Syrup,Unani,763
101299,C001526,2025-01-23,Joint Care Oil,Unani,1181
101300,C001527,2025-01-27,Immunity Booster,Ayurvedic,578
101301,C001528,2025-01-01,Immunity Booster,Ayurvedic,472
101302,C001529,2025-01-20,Ashwagandha,Ayurvedic,1382
101303,C001529,2025-01-04,Ashwagandha,Ayurvedic,1441
101304,C001530,2025-01-05,Liver Syrup,Unani,2139
101305,C001530,2025-01-11,Liver Syrup,Unani,1408
101306,C001534,2025-01-12,Joint Care Oil,Unani,2083
101307,C001538,2025-01-19,Ashwagandha,Ayurvedic,513
101308,C001539,2025-01-20,Immunity Booster,Ayurvedic,792
101309,C001540,2025-01-16,Diabetes Care,Ayurvedic,497
101310,C001543,2025-01-13,Ashwagandha,Ayurvedic,1981
101311,C001545,2025-01-24,Liver Syrup,Unani,537
101312,C001546,2025-01-07,Diabetes Care,Ayurvedic,1968
101313,C001547,2025-01-28,Diabetes Care,Ayurvedic,856
101314,C001550,2025-01-21,Immunity Booster,Ayurvedic,1069
101315,C001551,2025-01-18,Ashwagandha,Ayurvedic,620
101316,C001552,2025-01-08,Joint Care Oil,Unani,868
101317,C001552,2025-01-03,Immunity Booster,Ayurvedic,477
101318,C001553,2025-01-01,Liver Syrup,Unani,2212
101319,C001553,2025-01-11,Diabetes Care,Ayurvedic,912
101320,C001555,2025-01-28,Liver Syrup,Unani,1561
101321,C001556,2025-01-17,Ashwagandha,Ayurvedic,1587
101322,C001557,2025-01-23,Liver Syrup,Unani,367
101323,C001558,2025-01-14,Joint Care Oil,Unani,1628
101324,C001560,2025-01-22,Liver Syrup,Unani,2128
101325,C001561,2025-01-28,Liver Syrup,Unani,2243
101326,C001561,2025-01-15,Liver Syrup,Unani,1866
101327,C001562,2025-01-10,Ashwagandha,Ayurvedic,732
101328,C001569,2025-01-18,Liver Syrup,Unani,1050
101329,C001569,2025-01-04,Joint Care Oil,Unani,1010
101330,C001572,2025-01-04,Joint Care Oil,Unani,1874
101331,C001574,2025-01-02,Immunity Booster,Ayurvedic,646
101332,C001575,2025-01-10,Ashwagandha,Ayurvedic,753
101333,C001576,2025-01-25,Ashwagandha,Ayurvedic,392
101334,C001577,2025-01-04,Ashwagandha,Ayurvedic,1254
101335,C001578,2025-01-02,Ashwagandha,Ayurvedic,663
101336,C001579,2025-01-14,Joint Care Oil,Unani,1340
101337,C001580,2025-01-25,Ashwagandha,Ayurvedic,2156
101338,C001581,2025-01-17,Joint Care Oil,Unani,568
101339,C001581,2025-01-26,Immunity Booster,Ayurvedic,2459
101340,C001582,2025-01-28,Liver Syrup,Unani,2153
101341,C001583,2025-01-22,Joint Care Oil,Unani,2194
101342,C001586,2025-01-13,Diabetes Care,Ayurvedic,635
101343,C001587,2025-01-10,Immunity Booster,Ayurvedic,1070
101344,C001587,2025-01-04,Joint Care Oil,Unani,1250
101345,C001590,2025-01-12,Immunity Booster,Ayurvedic,2315
101346,C001592,2025-01-21,Diabetes Care,Ayurvedic,912
101347,C001594,2025-01-03,Joint Care Oil,Unani,2309
101348,C001595,2025-01-14,Liver Syrup,Unani,2201
101349,C001596,2025-01-09,Ashwagandha,Ayurvedic,490
101350,C001597,2025-01-15,Joint Care Oil,Unani,2204
101351,C001599,2025-01-16,Liver Syrup,Unani,2140
101352,C001600,2025-01-17,Immunity Booster,Ayurvedic,950
101353,C001602,2025-01-17,Ashwagandha,Ayurvedic,415
101354,C001603,2025-01-23,Joint Care Oil,Unani,1517
101355,C001604,2025-01-11,Joint Care Oil,Unani,1695
101356,C001605,2025-01-15,Diabetes Care,Ayurvedic,2149
101357,C001607,2025-01-27,Liver Syrup,Unani,1898
101358,C001608,2025-01-25,Diabetes Care,Ayurvedic,617
101359,C001609,2025-01-21,Diabetes Care,Ayurvedic,2032
101360,C001611,2025-01-02,Diabetes Care,Ayurvedic,1941
101361,C001612,2025-01-08,Liver Syrup,Unani,1337
101362,C001613,2025-01-22,Immunity Booster,Ayurvedic,2322
101363,C001614,2025-01-24,Joint Care Oil,Unani,1381
101364,C001615,2025-01-09,Joint Care Oil,Unani,677
101365,C001615,2025-01-26,Ashwagandha,Ayurvedic,1765
101366,C001617,2025-01-14,Diabetes Care,Ayurvedic,2279
101367,C001617,2025-01-04,Liver Syrup,Unani,1909
101368,C001618,2025-01-17,Joint Care Oil,Unani,2441
101369,C001618,2025-01-23,Joint Care Oil,Unani,2288
101370,C001620,2025-01-03,Joint Care Oil,Unani,2081
101371,C001622,2025-01-09,Ashwagandha,Ayurvedic,1545
101372,C001622,2025-01-26,Liver Syrup,Unani,1164
101373,C001623,2025-01-11,Joint Care Oil,Unani,710
101374,C001624,2025-01-18,Diabetes Care,Ayurvedic,2380
101375,C001627,2025-01-09,Liver Syrup,Unani,1663
101376,C001628,2025-01-08,Joint Care Oil,Unani,463
101377,C001629,2025-01-18,Immunity Booster,Ayurvedic,631
101378,C001630,2025-01-10,Immunity Booster,Ayurvedic,747
101379,C001631,2025-01-17,Joint Care Oil,Unani,2356
101380,C001632,2025-01-20,Joint Care Oil,Unani,2044
101381,C001633,2025-01-08,Joint Care Oil,Unani,1120
101382,C001634,2025-01-11,Joint Care Oil,Unani,1258
101383,C001635,2025-01-26,Joint Care Oil,Unani,541
101384,C001636,2025-01-28,Joint Care Oil,Unani,1104
101385,C001637,2025-01-02,Ashwagandha,Ayurvedic,1327
101386,C001638,2025-01-24,Liver Syrup,Unani,2451
101387,C001639,2025-01-20,Immunity Booster,Ayurvedic,2331
101388,C001639,2025-01-09,Ashwagandha,Ayurvedic,887
101389,C001640,2025-01-07,Ashwagandha,Ayurvedic,1106
101390,C001641,2025-01-25,Ashwagandha,Ayurvedic,406
101391,C001641,2025-01-08,Joint Care Oil,Unani,426
101392,C001642,2025-01-10,Ashwagandha,Ayurvedic,2454
101393,C001642,2025-01-19,Joint Care Oil,Unani,1839
101394,C001644,2025-01-02,Diabetes Care,Ayurvedic,441
101395,C001645,2025-01-17,Ashwagandha,Ayurvedic,1444
101396,C001646,2025-01-03,Ashwagandha,Ayurvedic,629
101397,C001647,2025-01-09,Immunity Booster,Ayurvedic,606
101398,C001650,2025-01-23,Joint Care Oil,Unani,1802
101399,C001651,2025-01-06,Joint Care Oil,Unani,823
101400,C001654,2025-01-04,Diabetes Care,Ayurvedic,1912
101401,C001655,2025-01-16,Liver Syrup,Unani,1809
101402,C001657,2025-01-08,Diabetes Care,Ayurvedic,2128
101403,C001658,2025-01-11,Liver Syrup,Unani,354
101404,C001658,2025-01-28,Joint Care Oil,Unani,1898
101405,C001661,2025-01-21,Joint Care Oil,Unani,1504
101406,C001662,2025-01-11,Diabetes Care,Ayurvedic,615
101407,C001664,2025-01-18,Liver Syrup,Unani,1851
101408,C001664,2025-01-20,Joint Care Oil,Unani,2187
101409,C001665,2025-01-26,Immunity Booster,Ayurvedic,1168
101410,C001665,2025-01-18,Liver Syrup,Unani,1740
101411,C001667,2025-01-14,Immunity Booster,Ayurvedic,1357
101412,C001667,2025-01-12,Joint Care Oil,Unani,576
101413,C001671,2025-01-12,Liver Syrup,Unani,2248
101414,C001672,2025-01-27,Diabetes Care,Ayurvedic,948
101415,C001674,2025-01-21,Immunity Booster,Ayurvedic,2153
101416,C001675,2025-01-18,Joint Care Oil,Unani,1953
101417,C001676,2025-01-01,Immunity Booster,Ayurvedic,2379
101418,C001677,2025-01-13,Liver Syrup,Unani,1120
101419,C001679,2025-01-14,Liver Syrup,Unani,1414
101420,C001680,2025-01-11,Joint Care Oil,Unani,1653
101421,C001682,2025-01-17,Diabetes Care,Ayurvedic,1964
101422,C001683,2025-01-19,Liver Syrup,Unani,1455
101423,C001683,2025-01-20,Diabetes Care,Ayurvedic,577
101424,C001684,2025-01-02,Diabetes Care,Ayurvedic,1416
101425,C001684,2025-01-08,Diabetes Care,Ayurvedic,1899
101426,C001685,2025-01-19,Joint Care Oil,Unani,407
101427,C001685,2025-01-01,Diabetes Care,Ayurvedic,2190
101428,C001686,2025-01-03,Joint Care Oil,Unani,391
101429,C001688,2025-01-13,Joint Care Oil,Unani,549
101430,C001691,2025-01-27,Ashwagandha,Ayurvedic,1346
101431,C001692,2025-01-21,Ashwagandha,Ayurvedic,2366
101432,C001695,2025-01-16,Ashwagandha,Ayurvedic,1806
101433,C001696,2025-01-12,Liver Syrup,Unani,1505
101434,C001697,2025-01-17,Diabetes Care,Ayurvedic,2102
101435,C001697,2025-01-04,Diabetes Care,Ayurvedic,1843
101436,C001698,2025-01-25,Diabetes Care,Ayurvedic,1309
101437,C001701,2025-01-16,Ashwagandha,Ayurvedic,1864
101438,C001702,2025-01-01,Ashwagandha,Ayurvedic,1417
101439,C001704,2025-01-01,Joint Care Oil,Unani,2144
101440,C001704,2025-01-14,Diabetes Care,Ayurvedic,906
101441,C001705,2025-01-20,Diabetes Care,Ayurvedic,1385
101442,C001706,2025-01-06,Joint Care Oil,Unani,1180
101443,C001707,2025-01-26,Joint Care Oil,Unani,1219
101444,C001707,2025-01-25,Ashwagandha,Ayurvedic,788
101445,C001709,2025-01-24,Diabetes Care,Ayurvedic,651
101446,C001710,2025-01-26,Liver Syrup,Unani,1577
101447,C001711,2025-01-08,Ashwagandha,Ayurvedic,1277
101448,C001712,2025-01-11,Diabetes Care,Ayurvedic,331
101449,C001715,2025-01-07,Immunity Booster,Ayurvedic,1280
101450,C001715,2025-01-01,Ashwagandha,Ayurvedic,756
101451,C001716,2025-01-27,Diabetes Care,Ayurvedic,2009
101452,C001718,2025-01-23,Immunity Booster,Ayurvedic,2334
101453,C001718,2025-01-12,Diabetes Care,Ayurvedic,347
101454,C001720,2025-01-04,Immunity Booster,Ayurvedic,1912
101455,C001720,2025-01-17,Diabetes Care,Ayurvedic,1712
101456,C001721,2025-01-22,Immunity Booster,Ayurvedic,1931
101457,C001722,2025-01-02,Diabetes Care,Ayurvedic,422
101458,C001724,2025-01-17,Diabetes Care,Ayurvedic,1195
101459,C001725,2025-01-10,Joint Care Oil,Unani,1624
101460,C001726,2025-01-05,Diabetes Care,Ayurvedic,1321
101461,C001727,2025-01-19,Ashwagandha,Ayurvedic,339
101462,C001730,2025-01-16,Diabetes Care,Ayurvedic,2221
101463,C001731,2025-01-09,Immunity Booster,Ayurvedic,1440
101464,C001732,2025-01-11,Joint Care Oil,Unani,682
101465,C001733,2025-01-05,Joint Care Oil,Unani,727
101466,C001733,2025-01-06,Immunity Booster,Ayurvedic,1424
101467,C001734,2025-01-12,Diabetes Care,Ayurvedic,532
101468,C001736,2025-01-21,Liver Syrup,Unani,1380
101469,C001737,2025-01-22,Diabetes Care,Ayurvedic,372
101470,C001738,2025-01-22,Diabetes Care,Ayurvedic,2121
101471,C001740,2025-01-21,Joint Care Oil,Unani,1239
101472,C001741,2025-01-06,Diabetes Care,Ayurvedic,2299
101473,C001741,2025-01-03,Joint Care Oil,Unani,1383
101474,C001742,2025-01-03,Diabetes Care,Ayurvedic,1940
101475,C001743,2025-01-10,Diabetes Care,Ayurvedic,1747
101476,C001744,2025-01-14,Liver Syrup,Unani,406
101477,C001745,2025-01-20,Ashwagandha,Ayurvedic,1336
101478,C001745,2025-01-28,Joint Care Oil,Unani,1581
101479,C001749,2025-01-26,Diabetes Care,Ayurvedic,825
101480,C001751,2025-01-26,Diabetes Care,Ayurvedic,1756
101481,C001753,2025-01-10,Diabetes Care,Ayurvedic,2176
101482,C001755,2025-01-23,Diabetes Care,Ayurvedic,1638
101483,C001756,2025-01-22,Liver Syrup,Unani,2275
101484,C001757,2025-01-11,Ashwagandha,Ayurvedic,1880
101485,C001757,2025-01-01,Immunity Booster,Ayurvedic,2028
101486,C001758,2025-01-27,Liver Syrup,Unani,1806
101487,C001761,2025-01-06,Joint Care Oil,Unani,2006
101488,C001764,2025-01-19,Ashwagandha,Ayurvedic,426
101489,C001764,2025-01-10,Joint Care Oil,Unani,1979
101490,C001766,2025-01-10,Diabetes Care,Ayurvedic,2099
101491,C001767,2025-01-19,Diabetes Care,Ayurvedic,1556
101492,C001767,2025-01-12,Diabetes Care,Ayurvedic,1166
101493,C001768,2025-01-11,Diabetes Care,Ayurvedic,1635
101494,C001769,2025-01-04,Immunity Booster,Ayurvedic,1963
101495,C001770,2025-01-18,Ashwagandha,Ayurvedic,418
101496,C001772,2025-01-06,Ashwagandha,Ayurvedic,506
101497,C001773,2025-01-03,Ashwagandha,Ayurvedic,1041
101498,C001774,2025-01-15,Ashwagandha,Ayurvedic,1676
101499,C001775,2025-01-05,Liver Syrup,Unani,1100
101500,C001779,2025-01-25,Joint Care Oil,Unani,1036
101501,C001779,2025-01-19,Joint Care Oil,Unani,1744
101502,C001780,2025-01-28,Liver Syrup,Unani,1623
101503,C001782,2025-01-11,Joint Care Oil,Unani,1680
101504,C001784,2025-01-27,Joint Care Oil,Unani,1483
101505,C001786,2025-01-09,Liver Syrup,Unani,679
101506,C001786,2025-01-28,Ashwagandha,Ayurvedic,310
101507,C001787,2025-01-02,Ashwagandha,Ayurvedic,1915
101508,C001788,2025-01-07,Diabetes Care,Ayurvedic,1506
101509,C001789,2025-01-03,Liver Syrup,Unani,1858
101510,C001790,2025-01-20,Liver Syrup,Unani,1225
101511,C001790,2025-01-16,Diabetes Care,Ayurvedic,565
101512,C001791,2025-01-19,Diabetes Care,Ayurvedic,696
101513,C001793,2025-01-19,Immunity Booster,Ayurvedic,974
101514,C001794,2025-01-22,Diabetes Care,Ayurvedic,908
101515,C001795,2025-01-22,Ashwagandha,Ayurvedic,404
101516,C001796,2025-01-12,Diabetes Care,Ayurvedic,1259
101517,C001799,2025-01-28,Immunity Booster,Ayurvedic,1248
101518,C001801,2025-01-22,Ashwagandha,Ayurvedic,881
101519,C001802,2025-01-28,Ashwagandha,Ayurvedic,414
101520,C001802,2025-01-07,Immunity Booster,Ayurvedic,906
101521,C001804,2025-01-26,Liver Syrup,Unani,927
101522,C001804,2025-01-07,Immunity Booster,Ayurvedic,1263
101523,C001805,2025-01-08,Diabetes Care,Ayurvedic,2382
101524,C001806,2025-01-10,Liver Syrup,Unani,2212
101525,C001807,2025-01-02,Liver Syrup,Unani,1363
101526,C001808,2025-01-21,Ashwagandha,Ayurvedic,2499
101527,C001809,2025-01-12,Diabetes Care,Ayurvedic,1309
101528,C001810,2025-01-04,Ashwagandha,Ayurvedic,1467
101529,C001811,2025-01-14,Joint Care Oil,Unani,607
101530,C001815,2025-01-28,Ashwagandha,Ayurvedic,442
101531,C001817,2025-01-07,Joint Care Oil,Unani,2185
101532,C001819,2025-01-24,Immunity Booster,Ayurvedic,1796
101533,C001821,2025-01-08,Liver Syrup,Unani,1228
101534,C001822,2025-01-24,Liver Syrup,Unani,1562
101535,C001823,2025-01-16,Immunity Booster,Ayurvedic,1407
101536,C001824,2025-01-04,Immunity Booster,Ayurvedic,1887
101537,C001825,2025-01-22,Joint Care Oil,Unani,887
101538,C001827,2025-01-18,Joint Care Oil,Unani,665
101539,C001827,2025-01-20,Ashwagandha,Ayurvedic,2134
101540,C001828,2025-01-20,Ashwagandha,Ayurvedic,1084
101541,C001829,2025-01-19,Diabetes Care,Ayurvedic,2452
101542,C001829,2025-01-12,Joint Care Oil,Unani,519
101543,C001831,2025-01-02,Diabetes Care,Ayurvedic,1691
101544,C001835,2025-01-02,Ashwagandha,Ayurvedic,1157
101545,C001835,2025-01-06,Joint Care Oil,Unani,2009
101546,C001837,2025-01-25,Diabetes Care,Ayurvedic,1384
101547,C001839,2025-01-02,Ashwagandha,Ayurvedic,2053
101548,C001840,2025-01-04,Joint Care Oil,Unani,1118
101549,C001840,2025-01-20,Ashwagandha,Ayurvedic,305
101550,C001842,2025-01-12,Immunity Booster,Ayurvedic,2274
101551,C001842,2025-01-26,Immunity Booster,Ayurvedic,1952
101552,C001843,2025-01-06,Liver Syrup,Unani,719
101553,C001843,2025-01-22,Joint Care Oil,Unani,2014
101554,C001844,2025-01-18,Liver Syrup,Unani,1802
101555,C001847,2025-01-19,Diabetes Care,Ayurvedic,1333
101556,C001850,2025-01-27,Immunity Booster,Ayurvedic,1715
101557,C001850,2025-01-11,Liver Syrup,Unani,2134
101558,C001852,2025-01-10,Joint Care Oil,Unani,2425
101559,C001853,2025-01-03,Ashwagandha,Ayurvedic,1167
101560,C001855,2025-01-04,Ashwagandha,Ayurvedic,1975
101561,C001855,2025-01-19,Liver Syrup,Unani,1083
101562,C001856,2025-01-02,Diabetes Care,Ayurvedic,2301
101563,C001857,2025-01-07,Joint Care Oil,Unani,1770
101564,C001858,2025-01-27,Immunity Booster,Ayurvedic,1123
101565,C001860,2025-01-20,Ashwagandha,Ayurvedic,1517
101566,C001861,2025-01-20,Joint Care Oil,Unani,1944
101567,C001867,2025-01-25,Liver Syrup,Unani,1959
101568,C001868,2025-01-05,Ashwagandha,Ayurvedic,2245
101569,C001869,2025-01-13,Ashwagandha,Ayurvedic,1083
101570,C001869,2025-01-06,Diabetes Care,Ayurvedic,686
101571,C001870,2025-01-11,Immunity Booster,Ayurvedic,564
101572,C001871,2025-01-16,Liver Syrup,Unani,1282
101573,C001873,2025-01-05,Joint Care Oil,Unani,1330
101574,C001874,2025-01-22,Joint Care Oil,Unani,1830
101575,C001874,2025-01-14,Diabetes Care,Ayurvedic,1819
101576,C001875,2025-01-03,Ashwagandha,Ayurvedic,1826
101577,C001876,2025-01-03,Liver Syrup,Unani,1710
101578,C001877,2025-01-20,Ashwagandha,Ayurvedic,891
101579,C001877,2025-01-02,Joint Care Oil,Unani,901
101580,C001878,2025-01-19,Immunity Booster,Ayurvedic,2162
101581,C001878,2025-01-21,Ashwagandha,Ayurvedic,786
101582,C001880,2025-01-23,Liver Syrup,Unani,1052
101583,C001881,2025-01-23,Ashwagandha,Ayurvedic,1604
101584,C001881,2025-01-24,Immunity Booster,Ayurvedic,1995
101585,C001882,2025-01-21,Ashwagandha,Ayurvedic,2132
101586,C001883,2025-01-16,Joint Care Oil,Unani,1276
101587,C001884,2025-01-18,Diabetes Care,Ayurvedic,977
101588,C001886,2025-01-10,Liver Syrup,Unani,1586
101589,C001888,2025-01-22,Joint Care Oil,Unani,1966
101590,C001889,2025-01-18,Liver Syrup,Unani,2491
101591,C001890,2025-01-25,Liver Syrup,Unani,423
101592,C001892,2025-01-21,Ashwagandha,Ayurvedic,566
101593,C001896,2025-01-21,Diabetes Care,Ayurvedic,1421
101594,C001896,2025-01-19,Joint Care Oil,Unani,1090
101595,C001897,2025-01-16,Liver Syrup,Unani,367
101596,C001897,2025-01-15,Joint Care Oil,Unani,1938
101597,C001898,2025-01-14,Diabetes Care,Ayurvedic,1028
101598,C001899,2025-01-23,Immunity Booster,Ayurvedic,2392
101599,C001901,2025-01-02,Diabetes Care,Ayurvedic,1291
101600,C001902,2025-01-24,Liver Syrup,Unani,1738
101601,C001903,2025-01-28,Diabetes Care,Ayurvedic,1461
101602,C001903,2025-01-23,Liver Syrup,Unani,1449
101603,C001904,2025-01-20,Liver Syrup,Unani,362
101604,C001904,2025-01-05,Ashwagandha,Ayurvedic,1071
101605,C001906,2025-01-01,Liver Syrup,Unani,1703
101606,C001906,2025-01-19,Ashwagandha,Ayurvedic,1598
101607,C001908,2025-01-12,Liver Syrup,Unani,459
101608,C001909,2025-01-27,Diabetes Care,Ayurvedic,1528
101609,C001909,2025-01-07,Ashwagandha,Ayurvedic,836
101610,C001910,2025-01-19,Diabetes Care,Ayurvedic,862
101611,C001910,2025-01-25,Liver Syrup,Unani,2275
101612,C001911,2025-01-06,Diabetes Care,Ayurvedic,2467
101613,C001913,2025-01-22,Diabetes Care,Ayurvedic,2281
101614,C001914,2025-01-18,Liver Syrup,Unani,1416
101615,C001915,2025-01-12,Ashwagandha,Ayurvedic,1422
101616,C001916,2025-01-26,Liver Syrup,Unani,1117
101617,C001916,2025-01-22,Immunity Booster,Ayurvedic,1942
101618,C001917,2025-01-26,Joint Care Oil,Unani,782
101619,C001917,2025-01-19,Diabetes Care,Ayurvedic,1087
101620,C001919,2025-01-20,Diabetes Care,Ayurvedic,366
101621,C001920,2025-01-16,Immunity Booster,Ayurvedic,2050
101622,C001924,2025-01-06,Liver Syrup,Unani,754
101623,C001926,2025-01-03,Ashwagandha,Ayurvedic,747
101624,C001926,2025-01-08,Ashwagandha,Ayurvedic,2025
101625,C001927,2025-01-28,Ashwagandha,Ayurvedic,1728
101626,C001928,2025-01-04,Diabetes Care,Ayurvedic,1735
101627,C001929,2025-01-19,Liver Syrup,Unani,390
101628,C001929,2025-01-09,Ashwagandha,Ayurvedic,1471
101629,C001930,2025-01-11,Diabetes Care,Ayurvedic,2020
101630,C001931,2025-01-02,Diabetes Care,Ayurvedic,2458
101631,C001932,2025-01-24,Immunity Booster,Ayurvedic,1788
101632,C001932,2025-01-09,Joint Care Oil,Unani,1967
101633,C001933,2025-01-18,Immunity Booster,Ayurvedic,637
101634,C001934,2025-01-19,Diabetes Care,Ayurvedic,791
101635,C001936,2025-01-27,Joint Care Oil,Unani,1259
101636,C001938,2025-01-04,Ashwagandha,Ayurvedic,423
101637,C001939,2025-01-10,Immunity Booster,Ayurvedic,488
101638,C001940,2025-01-03,Immunity Booster,Ayurvedic,1874
101639,C001941,2025-01-16,Diabetes Care,Ayurvedic,2206
101640,C001941,2025-01-08,Ashwagandha,Ayurvedic,1847
101641,C001945,2025-01-18,Joint Care Oil,Unani,2191
101642,C001948,2025-01-07,Diabetes Care,Ayurvedic,1604
101643,C001950,2025-01-09,Liver Syrup,Unani,2320
101644,C001950,2025-01-03,Immunity Booster,Ayurvedic,2163
101645,C001952,2025-01-13,Ashwagandha,Ayurvedic,1081
101646,C001954,2025-01-06,Diabetes Care,Ayurvedic,326
101647,C001954,2025-01-03,Joint Care Oil,Unani,2051
101648,C001955,2025-01-19,Ashwagandha,Ayurvedic,1787
101649,C001956,2025-01-09,Diabetes Care,Ayurvedic,1835
101650,C001957,2025-01-04,Immunity Booster,Ayurvedic,2380
101651,C001959,2025-01-17,Immunity Booster,Ayurvedic,1088
101652,C001961,2025-01-26,Liver Syrup,Unani,2088
101653,C001962,2025-01-10,Liver Syrup,Unani,2498
101654,C001965,2025-01-20,Immunity Booster,Ayurvedic,767
101655,C001966,2025-01-10,Joint Care Oil,Unani,1790
101656,C001967,2025-01-24,Diabetes Care,Ayurvedic,596
101657,C001967,2025-01-11,Liver Syrup,Unani,2038
101658,C001971,2025-01-20,Diabetes Care,Ayurvedic,2352
101659,C001971,2025-01-25,Joint Care Oil,Unani,1692
101660,C001972,2025-01-02,Diabetes Care,Ayurvedic,366
101661,C001975,2025-01-09,Ashwagandha,Ayurvedic,376
101662,C001975,2025-01-08,Immunity Booster,Ayurvedic,795
101663,C001976,2025-01-05,Diabetes Care,Ayurvedic,1442
101664,C001977,2025-01-25,Immunity Booster,Ayurvedic,1223
101665,C001977,2025-01-22,Immunity Booster,Ayurvedic,2382
101666,C001979,2025-01-17,Diabetes Care,Ayurvedic,1214
101667,C001980,2025-01-28,Joint Care Oil,Unani,511
101668,C001982,2025-01-05,Diabetes Care,Ayurvedic,1875
101669,C001985,2025-01-03,Diabetes Care,Ayurvedic,524
101670,C001986,2025-01-06,Diabetes Care,Ayurvedic,1737
101671,C001988,2025-01-03,Immunity Booster,Ayurvedic,950
101672,C001989,2025-01-15,Liver Syrup,Unani,425
101673,C001991,2025-01-02,Diabetes Care,Ayurvedic,1624
101674,C001993,2025-01-01,Diabetes Care,Ayurvedic,601
101675,C001994,2025-01-24,Immunity Booster,Ayurvedic,1873
101676,C001995,2025-01-06,Immunity Booster,Ayurvedic,2326
101677,C001997,2025-01-14,Diabetes Care,Ayurvedic,2159
101678,C001998,2025-01-03,Immunity Booster,Ayurvedic,2020
101679,C001998,2025-01-05,Immunity Booster,Ayurvedic,2041
101680,C001999,2025-01-17,Ashwagandha,Ayurvedic,2126
101681,C002000,2025-01-16,Ashwagandha,Ayurvedic,2221
101682,C002002,2025-01-05,Joint Care Oil,Unani,1690
101683,C002003,2025-01-13,Joint Care Oil,Unani,2476
101684,C002004,2025-01-22,Immunity Booster,Ayurvedic,617
101685,C002006,2025-01-05,Immunity Booster,Ayurvedic,1799
101686,C002008,2025-01-01,Immunity Booster,Ayurvedic,2081
101687,C002008,2025-01-03,Liver Syrup,Unani,404
101688,C002009,2025-01-15,Liver Syrup,Unani,1012
101689,C002010,2025-01-04,Ashwagandha,Ayurvedic,748
101690,C002012,2025-01-06,Ashwagandha,Ayurvedic,2282
101691,C002013,2025-01-08,Diabetes Care,Ayurvedic,524
101692,C002014,2025-01-26,Immunity Booster,Ayurvedic,690
101693,C002016,2025-01-09,Joint Care Oil,Unani,402
