Order_ID,Customer_ID,Order_Date,Product,Category,Revenue,First_Purchase_Date,Cohort_Month,txn_month_str,cohort_month_str,Month_Offset,Is_NTB
104002,C004768,1/19/2025,Liver Syrup,Unani,1513,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104003,C004768,1/8/2025,Liver Syrup,Unani,726,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104004,C004769,1/4/2025,Liver Syrup,Unani,302,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104005,C004770,1/27/2025,Immunity Booster,Ayurvedic,2012,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104006,C004770,1/10/2025,Diabetes Care,Ayurvedic,330,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104007,C004771,1/17/2025,Diabetes Care,Ayurvedic,1528,1/17/2025,1/1/2025,2025-01,2025-01,0,1
104008,C004772,1/13/2025,Diabetes Care,Ayurvedic,2205,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104009,C004773,1/1/2025,Immunity Booster,Ayurvedic,1662,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104010,C004774,1/13/2025,Ashwagandha,Ayurvedic,418,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104011,C004775,1/21/2025,Diabetes Care,Ayurvedic,2106,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104012,C004779,1/20/2025,Joint Care Oil,Unani,1048,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104013,C004779,1/12/2025,Liver Syrup,Unani,938,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104014,C004780,1/5/2025,Ashwagandha,Ayurvedic,706,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104015,C004781,1/3/2025,Liver Syrup,Unani,1132,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104016,C004782,1/12/2025,Liver Syrup,Unani,686,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104017,C004783,1/23/2025,Liver Syrup,Unani,391,1/23/2025,1/1/2025,2025-01,2025-01,0,1
104018,C004784,1/25/2025,Joint Care Oil,Unani,1276,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104019,C004784,1/19/2025,Liver Syrup,Unani,2117,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104020,C004785,1/4/2025,Diabetes Care,Ayurvedic,975,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104021,C004786,1/13/2025,Immunity Booster,Ayurvedic,1043,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104022,C004789,1/4/2025,Diabetes Care,Ayurvedic,390,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104023,C004790,1/12/2025,Joint Care Oil,Unani,2113,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104024,C004791,1/25/2025,Liver Syrup,Unani,1543,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104025,C004793,1/4/2025,Diabetes Care,Ayurvedic,1833,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104026,C004795,1/1/2025,Immunity Booster,Ayurvedic,1873,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104027,C004796,1/18/2025,Joint Care Oil,Unani,704,1/18/2025,1/1/2025,2025-01,2025-01,0,1
104028,C004798,1/23/2025,Liver Syrup,Unani,1472,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104029,C004798,1/20/2025,Diabetes Care,Ayurvedic,1871,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104030,C004799,1/5/2025,Diabetes Care,Ayurvedic,857,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104031,C004800,1/13/2025,Liver Syrup,Unani,945,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104032,C004801,1/11/2025,Diabetes Care,Ayurvedic,1801,1/11/2025,1/1/2025,2025-01,2025-01,0,1
104033,C004801,1/28/2025,Immunity Booster,Ayurvedic,1219,1/11/2025,1/1/2025,2025-01,2025-01,0,1
104034,C004802,1/11/2025,Ashwagandha,Ayurvedic,2348,1/11/2025,1/1/2025,2025-01,2025-01,0,1
104035,C004803,1/19/2025,Liver Syrup,Unani,678,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104036,C004805,1/6/2025,Liver Syrup,Unani,805,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104037,C004806,1/6/2025,Joint Care Oil,Unani,1794,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104038,C004807,1/12/2025,Diabetes Care,Ayurvedic,676,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104039,C004809,1/21/2025,Immunity Booster,Ayurvedic,1147,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104040,C004810,1/1/2025,Ashwagandha,Ayurvedic,1366,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104041,C004812,1/23/2025,Liver Syrup,Unani,2058,1/23/2025,1/1/2025,2025-01,2025-01,0,1
104042,C004813,1/26/2025,Joint Care Oil,Unani,1360,1/26/2025,1/1/2025,2025-01,2025-01,0,1
104043,C004814,1/7/2025,Joint Care Oil,Unani,327,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104044,C004814,1/9/2025,Joint Care Oil,Unani,1859,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104045,C004816,1/26/2025,Immunity Booster,Ayurvedic,1279,1/26/2025,1/1/2025,2025-01,2025-01,0,1
104046,C004817,1/3/2025,Immunity Booster,Ayurvedic,2457,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104047,C004819,1/27/2025,Immunity Booster,Ayurvedic,2202,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104048,C004820,1/14/2025,Ashwagandha,Ayurvedic,1254,1/14/2025,1/1/2025,2025-01,2025-01,0,1
104049,C004822,1/27/2025,Diabetes Care,Ayurvedic,604,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104050,C004823,1/13/2025,Joint Care Oil,Unani,1203,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104051,C004826,1/14/2025,Ashwagandha,Ayurvedic,723,1/14/2025,1/1/2025,2025-01,2025-01,0,1
104052,C004827,1/13/2025,Liver Syrup,Unani,2257,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104053,C004829,1/19/2025,Diabetes Care,Ayurvedic,2360,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104054,C004831,1/4/2025,Ashwagandha,Ayurvedic,2100,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104055,C004833,1/3/2025,Liver Syrup,Unani,328,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104056,C004834,1/22/2025,Diabetes Care,Ayurvedic,1780,1/16/2025,1/1/2025,2025-01,2025-01,0,1
104057,C004834,1/16/2025,Liver Syrup,Unani,2255,1/16/2025,1/1/2025,2025-01,2025-01,0,1
104058,C004836,1/10/2025,Immunity Booster,Ayurvedic,935,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104059,C004837,1/13/2025,Diabetes Care,Ayurvedic,1009,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104060,C004838,1/2/2025,Ashwagandha,Ayurvedic,1470,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104061,C004840,1/13/2025,Joint Care Oil,Unani,322,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104062,C004842,1/22/2025,Diabetes Care,Ayurvedic,1313,1/9/2025,1/1/2025,2025-01,2025-01,0,1
104063,C004842,1/9/2025,Liver Syrup,Unani,2254,1/9/2025,1/1/2025,2025-01,2025-01,0,1
104064,C004843,1/23/2025,Joint Care Oil,Unani,1749,1/23/2025,1/1/2025,2025-01,2025-01,0,1
104065,C004845,1/9/2025,Liver Syrup,Unani,451,1/9/2025,1/1/2025,2025-01,2025-01,0,1
104066,C004846,1/11/2025,Ashwagandha,Ayurvedic,865,1/11/2025,1/1/2025,2025-01,2025-01,0,1
104067,C004847,1/28/2025,Joint Care Oil,Unani,788,1/28/2025,1/1/2025,2025-01,2025-01,0,1
104068,C004848,1/6/2025,Liver Syrup,Unani,1318,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104069,C004850,1/4/2025,Ashwagandha,Ayurvedic,1322,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104070,C004853,1/7/2025,Liver Syrup,Unani,523,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104071,C004854,1/3/2025,Diabetes Care,Ayurvedic,1610,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104072,C004855,1/4/2025,Ashwagandha,Ayurvedic,930,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104073,C004856,1/22/2025,Joint Care Oil,Unani,1517,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104074,C004856,1/5/2025,Diabetes Care,Ayurvedic,2116,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104075,C004857,1/8/2025,Joint Care Oil,Unani,1154,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104076,C004857,1/13/2025,Immunity Booster,Ayurvedic,2064,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104077,C004859,1/5/2025,Ashwagandha,Ayurvedic,2500,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104078,C004860,1/3/2025,Diabetes Care,Ayurvedic,2295,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104079,C004863,1/5/2025,Ashwagandha,Ayurvedic,2185,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104080,C004864,1/13/2025,Immunity Booster,Ayurvedic,1216,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104081,C004865,1/7/2025,Joint Care Oil,Unani,2247,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104082,C004867,1/25/2025,Joint Care Oil,Unani,1806,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104083,C004868,1/5/2025,Diabetes Care,Ayurvedic,2289,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104084,C004871,1/27/2025,Diabetes Care,Ayurvedic,304,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104085,C004872,1/14/2025,Ashwagandha,Ayurvedic,849,1/14/2025,1/1/2025,2025-01,2025-01,0,1
104086,C004873,1/21/2025,Joint Care Oil,Unani,2368,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104087,C004875,1/3/2025,Joint Care Oil,Unani,1526,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104088,C004879,1/17/2025,Ashwagandha,Ayurvedic,1655,1/17/2025,1/1/2025,2025-01,2025-01,0,1
104089,C004881,1/20/2025,Joint Care Oil,Unani,419,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104090,C004882,1/20/2025,Diabetes Care,Ayurvedic,460,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104091,C004883,1/21/2025,Immunity Booster,Ayurvedic,1112,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104092,C004884,1/8/2025,Liver Syrup,Unani,1863,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104093,C004885,1/6/2025,Joint Care Oil,Unani,346,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104094,C004887,1/4/2025,Liver Syrup,Unani,2044,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104095,C004890,1/6/2025,Joint Care Oil,Unani,1318,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104096,C004892,1/12/2025,Diabetes Care,Ayurvedic,677,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104097,C004894,1/25/2025,Immunity Booster,Ayurvedic,1635,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104098,C004895,1/13/2025,Joint Care Oil,Unani,1253,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104099,C004896,1/1/2025,Immunity Booster,Ayurvedic,2475,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104100,C004897,1/10/2025,Joint Care Oil,Unani,1744,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104101,C004898,1/28/2025,Diabetes Care,Ayurvedic,974,1/22/2025,1/1/2025,2025-01,2025-01,0,1
104102,C004898,1/22/2025,Ashwagandha,Ayurvedic,956,1/22/2025,1/1/2025,2025-01,2025-01,0,1
104103,C004899,1/1/2025,Diabetes Care,Ayurvedic,342,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104104,C004900,1/28/2025,Liver Syrup,Unani,679,1/28/2025,1/1/2025,2025-01,2025-01,0,1
104105,C004901,1/21/2025,Joint Care Oil,Unani,326,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104106,C004902,1/15/2025,Liver Syrup,Unani,2059,1/15/2025,1/1/2025,2025-01,2025-01,0,1
104107,C004905,1/13/2025,Immunity Booster,Ayurvedic,1376,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104108,C004906,1/1/2025,Immunity Booster,Ayurvedic,439,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104109,C004906,1/3/2025,Ashwagandha,Ayurvedic,1552,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104110,C004907,1/19/2025,Diabetes Care,Ayurvedic,434,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104111,C004908,1/7/2025,Liver Syrup,Unani,1149,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104112,C004908,1/3/2025,Ashwagandha,Ayurvedic,798,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104113,C004909,1/5/2025,Diabetes Care,Ayurvedic,1080,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104114,C004910,1/28/2025,Joint Care Oil,Unani,1318,1/28/2025,1/1/2025,2025-01,2025-01,0,1
104115,C004911,1/27/2025,Ashwagandha,Ayurvedic,486,1/18/2025,1/1/2025,2025-01,2025-01,0,1
104116,C004911,1/18/2025,Joint Care Oil,Unani,1481,1/18/2025,1/1/2025,2025-01,2025-01,0,1
104117,C004914,1/3/2025,Immunity Booster,Ayurvedic,398,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104118,C004915,1/3/2025,Immunity Booster,Ayurvedic,390,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104119,C004916,1/3/2025,Immunity Booster,Ayurvedic,1662,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104120,C004917,1/17/2025,Ashwagandha,Ayurvedic,1480,1/17/2025,1/1/2025,2025-01,2025-01,0,1
104121,C004919,1/26/2025,Ashwagandha,Ayurvedic,524,1/26/2025,1/1/2025,2025-01,2025-01,0,1
104122,C004920,1/11/2025,Liver Syrup,Unani,917,1/11/2025,1/1/2025,2025-01,2025-01,0,1
104123,C004921,1/2/2025,Joint Care Oil,Unani,2272,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104124,C004922,1/13/2025,Joint Care Oil,Unani,2023,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104125,C004924,1/6/2025,Ashwagandha,Ayurvedic,1669,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104126,C004925,1/23/2025,Joint Care Oil,Unani,2469,1/16/2025,1/1/2025,2025-01,2025-01,0,1
104127,C004925,1/16/2025,Liver Syrup,Unani,1099,1/16/2025,1/1/2025,2025-01,2025-01,0,1
104128,C004926,1/20/2025,Joint Care Oil,Unani,816,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104129,C004926,1/21/2025,Joint Care Oil,Unani,1987,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104130,C004927,1/1/2025,Liver Syrup,Unani,1227,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104131,C004928,1/12/2025,Ashwagandha,Ayurvedic,2114,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104132,C004930,1/4/2025,Liver Syrup,Unani,557,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104133,C004932,1/5/2025,Liver Syrup,Unani,2082,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104134,C004933,1/23/2025,Joint Care Oil,Unani,1788,1/23/2025,1/1/2025,2025-01,2025-01,0,1
104135,C004934,1/6/2025,Diabetes Care,Ayurvedic,963,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104136,C004935,1/27/2025,Ashwagandha,Ayurvedic,2454,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104137,C004936,1/8/2025,Liver Syrup,Unani,1287,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104138,C004939,1/6/2025,Joint Care Oil,Unani,748,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104139,C004940,1/27/2025,Ashwagandha,Ayurvedic,1977,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104140,C004940,1/6/2025,Immunity Booster,Ayurvedic,2120,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104141,C004942,1/2/2025,Joint Care Oil,Unani,2372,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104142,C004942,1/10/2025,Joint Care Oil,Unani,722,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104143,C004943,1/22/2025,Diabetes Care,Ayurvedic,1847,1/22/2025,1/1/2025,2025-01,2025-01,0,1
104144,C004944,1/27/2025,Joint Care Oil,Unani,927,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104145,C004945,1/27/2025,Diabetes Care,Ayurvedic,2257,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104146,C004945,1/10/2025,Joint Care Oil,Unani,1912,1/10/2025,1/1/2025,2025-01,2025-01,0,1
104147,C004946,1/25/2025,Joint Care Oil,Unani,1294,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104148,C004947,1/28/2025,Immunity Booster,Ayurvedic,1962,1/28/2025,1/1/2025,2025-01,2025-01,0,1
104149,C004948,1/3/2025,Diabetes Care,Ayurvedic,2272,1/3/2025,1/1/2025,2025-01,2025-01,0,1
104150,C004949,1/8/2025,Liver Syrup,Unani,1027,1/8/2025,1/1/2025,2025-01,2025-01,0,1
104151,C004951,1/12/2025,Diabetes Care,Ayurvedic,463,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104152,C004952,1/2/2025,Ashwagandha,Ayurvedic,951,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104153,C004953,1/19/2025,Ashwagandha,Ayurvedic,1188,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104154,C004953,1/24/2025,Diabetes Care,Ayurvedic,2347,1/19/2025,1/1/2025,2025-01,2025-01,0,1
104155,C004954,1/7/2025,Liver Syrup,Unani,2050,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104156,C004956,1/9/2025,Ashwagandha,Ayurvedic,473,1/9/2025,1/1/2025,2025-01,2025-01,0,1
104157,C004957,1/22/2025,Liver Syrup,Unani,1376,1/22/2025,1/1/2025,2025-01,2025-01,0,1
104158,C004958,1/4/2025,Liver Syrup,Unani,345,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104159,C004961,1/13/2025,Liver Syrup,Unani,1979,1/13/2025,1/1/2025,2025-01,2025-01,0,1
104160,C004962,1/1/2025,Joint Care Oil,Unani,1569,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104161,C004964,1/6/2025,Immunity Booster,Ayurvedic,2179,1/6/2025,1/1/2025,2025-01,2025-01,0,1
104162,C004965,1/2/2025,Liver Syrup,Unani,1078,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104163,C004965,1/16/2025,Ashwagandha,Ayurvedic,1764,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104164,C004967,1/28/2025,Ashwagandha,Ayurvedic,1235,1/28/2025,1/1/2025,2025-01,2025-01,0,1
104165,C004968,1/12/2025,Immunity Booster,Ayurvedic,1073,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104166,C004968,1/25/2025,Immunity Booster,Ayurvedic,1091,1/12/2025,1/1/2025,2025-01,2025-01,0,1
104167,C004971,1/15/2025,Ashwagandha,Ayurvedic,1516,1/15/2025,1/1/2025,2025-01,2025-01,0,1
104168,C004971,1/25/2025,Diabetes Care,Ayurvedic,650,1/15/2025,1/1/2025,2025-01,2025-01,0,1
104169,C004972,1/20/2025,Immunity Booster,Ayurvedic,723,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104170,C004973,1/27/2025,Ashwagandha,Ayurvedic,1900,1/27/2025,1/1/2025,2025-01,2025-01,0,1
104171,C004976,1/28/2025,Immunity Booster,Ayurvedic,1185,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104172,C004976,1/4/2025,Diabetes Care,Ayurvedic,2132,1/4/2025,1/1/2025,2025-01,2025-01,0,1
104173,C004977,1/7/2025,Liver Syrup,Unani,1359,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104174,C004978,1/18/2025,Liver Syrup,Unani,674,1/18/2025,1/1/2025,2025-01,2025-01,0,1
104175,C004978,1/18/2025,Ashwagandha,Ayurvedic,1855,1/18/2025,1/1/2025,2025-01,2025-01,0,1
104176,C004979,1/1/2025,Ashwagandha,Ayurvedic,1662,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104177,C004979,1/16/2025,Liver Syrup,Unani,535,1/1/2025,1/1/2025,2025-01,2025-01,0,1
104178,C004980,1/17/2025,Ashwagandha,Ayurvedic,850,1/17/2025,1/1/2025,2025-01,2025-01,0,1
104179,C004981,1/21/2025,Liver Syrup,Unani,2249,1/21/2025,1/1/2025,2025-01,2025-01,0,1
104180,C004982,1/23/2025,Liver Syrup,Unani,1403,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104181,C004982,1/5/2025,Immunity Booster,Ayurvedic,1472,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104182,C004983,1/26/2025,Ashwagandha,Ayurvedic,440,1/26/2025,1/1/2025,2025-01,2025-01,0,1
104183,C004985,1/20/2025,Liver Syrup,Unani,1494,1/20/2025,1/1/2025,2025-01,2025-01,0,1
104184,C004986,1/25/2025,Immunity Booster,Ayurvedic,1108,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104185,C004987,1/24/2025,Ashwagandha,Ayurvedic,938,1/24/2025,1/1/2025,2025-01,2025-01,0,1
104186,C004988,1/5/2025,Immunity Booster,Ayurvedic,1681,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104187,C004991,1/2/2025,Liver Syrup,Unani,321,1/2/2025,1/1/2025,2025-01,2025-01,0,1
104188,C004992,1/17/2025,Immunity Booster,Ayurvedic,2123,1/17/2025,1/1/2025,2025-01,2025-01,0,1
104189,C004993,1/16/2025,Liver Syrup,Unani,896,1/16/2025,1/1/2025,2025-01,2025-01,0,1
104190,C004994,1/7/2025,Diabetes Care,Ayurvedic,1657,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104191,C004996,1/25/2025,Diabetes Care,Ayurvedic,777,1/25/2025,1/1/2025,2025-01,2025-01,0,1
104192,C004997,1/7/2025,Diabetes Care,Ayurvedic,2101,1/7/2025,1/1/2025,2025-01,2025-01,0,1
104193,C004998,1/22/2025,Liver Syrup,Unani,752,1/22/2025,1/1/2025,2025-01,2025-01,0,1
104194,C004999,1/24/2025,Liver Syrup,Unani,1292,1/24/2025,1/1/2025,2025-01,2025-01,0,1
104195,C005000,1/5/2025,Joint Care Oil,Unani,369,1/5/2025,1/1/2025,2025-01,2025-01,0,1
104196,C000001,2/1/2025,Ashwagandha,Ayurvedic,2037,2/1/2025,2/1/2025,2025-02,2025-02,0,1
104197,C000002,2/26/2025,Joint Care Oil,Unani,1912,1/19/2025,1/1/2025,2025-02,2025-01,1,0
104198,C000003,2/10/2025,Joint Care Oil,Unani,609,1/14/2025,1/1/2025,2025-02,2025-01,1,0
104199,C000004,2/22/2025,Ashwagandha,Ayurvedic,772,2/22/2025,2/1/2025,2025-02,2025-02,0,1
104200,C000005,2/14/2025,Ashwagandha,Ayurvedic,580,1/23/2025,1/1/2025,2025-02,2025-01,1,0
104201,C000007,2/16/2025,Liver Syrup,Unani,388,1/13/2025,1/1/2025,2025-02,2025-01,1,0
104202,C000010,2/8/2025,Liver Syrup,Unani,860,2/8/2025,2/1/2025,2025-02,2025-02,0,1
104203,C000011,2/3/2025,Liver Syrup,Unani,463,2/3/2025,2/1/2025,2025-02,2025-02,0,1
104204,C000012,2/9/2025,Liver Syrup,Unani,1195,1/13/2025,1/1/2025,2025-02,2025-01,1,0
104205,C000012,2/10/2025,Liver Syrup,Unani,619,1/13/2025,1/1/2025,2025-02,2025-01,1,0
104206,C000013,2/14/2025,Joint Care Oil,Unani,540,1/25/2025,1/1/2025,2025-02,2025-01,1,0
104207,C000013,2/15/2025,Diabetes Care,Ayurvedic,991,1/25/2025,1/1/2025,2025-02,2025-01,1,0
104208,C000015,2/7/2025,Ashwagandha,Ayurvedic,1395,1/10/2025,1/1/2025,2025-02,2025-01,1,0
104209,C000018,2/21/2025,Liver Syrup,Unani,1379,1/5/2025,1/1/2025,2025-02,2025-01,1,0
104210,C000019,2/4/2025,Joint Care Oil,Unani,2140,1/18/2025,1/1/2025,2025-02,2025-01,1,0
104211,C000020,2/4/2025,Liver Syrup,Unani,863,2/4/2025,2/1/2025,2025-02,2025-02,0,1
104212,C000021,2/25/2025,Ashwagandha,Ayurvedic,1724,1/1/2025,1/1/2025,2025-02,2025-01,1,0
104213,C000022,2/24/2025,Ashwagandha,Ayurvedic,358,1/21/2025,1/1/2025,2025-02,2025-01,1,0
104214,C000025,2/7/2025,Immunity Booster,Ayurvedic,2395,1/17/2025,1/1/2025,2025-02,2025-01,1,0
104215,C000027,2/12/2025,Ashwagandha,Ayurvedic,1253,2/12/2025,2/1/2025,2025-02,2025-02,0,1
104216,C000028,2/1/2025,Ashwagandha,Ayurvedic,1863,1/15/2025,1/1/2025,2025-02,2025-01,1,0
104217,C000028,2/11/2025,Ashwagandha,Ayurvedic,1817,1/15/2025,1/1/2025,2025-02,2025-01,1,0
104218,C000029,2/15/2025,Diabetes Care,Ayurvedic,771,2/15/2025,2/1/2025,2025-02,2025-02,0,1
104219,C000030,2/3/2025,Immunity Booster,Ayurvedic,1359,1/11/2025,1/1/2025,2025-02,2025-01,1,0
104220,C000030,2/24/2025,Ashwagandha,Ayurvedic,1244,1/11/2025,1/1/2025,2025-02,2025-01,1,0
104221,C000032,2/5/2025,Liver Syrup,Unani,966,1/6/2025,1/1/2025,2025-02,2025-01,1,0
104222,C000035,2/21/2025,Immunity Booster,Ayurvedic,1568,1/23/2025,1/1/2025,2025-02,2025-01,1,0
104223,C000037,2/7/2025,Ashwagandha,Ayurvedic,2173,1/13/2025,1/1/2025,2025-02,2025-01,1,0
104224,C000039,2/17/2025,Ashwagandha,Ayurvedic,909,1/24/2025,1/1/2025,2025-02,2025-01,1,0
104225,C000040,2/9/2025,Immunity Booster,Ayurvedic,597,1/7/2025,1/1/2025,2025-02,2025-01,1,0
104226,C000042,2/22/2025,Liver Syrup,Unani,1178,2/22/2025,2/1/2025,2025-02,2025-02,0,1
104227,C000045,2/18/2025,Liver Syrup,Unani,1431,1/22/2025,1/1/2025,2025-02,2025-01,1,0
104228,C000046,2/27/2025,Joint Care Oil,Unani,2051,1/21/2025,1/1/2025,2025-02,2025-01,1,0
104229,C000046,2/26/2025,Liver Syrup,Unani,1777,1/21/2025,1/1/2025,2025-02,2025-01,1,0
104230,C000047,2/10/2025,Liver Syrup,Unani,2498,1/31/2025,1/1/2025,2025-02,2025-01,1,0
104231,C000047,1/31/2025,Joint Care Oil,Unani,2467,1/31/2025,1/1/2025,2025-01,2025-01,0,1
104232,C000048,2/14/2025,Ashwagandha,Ayurvedic,1060,1/2/2025,1/1/2025,2025-02,2025-01,1,0
104233,C000049,2/6/2025,Immunity Booster,Ayurvedic,2158,2/6/2025,2/1/2025,2025-02,2025-02,0,1
104234,C000050,2/18/2025,Joint Care Oil,Unani,2488,2/18/2025,2/1/2025,2025-02,2025-02,0,1
104235,C000051,2/16/2025,Joint Care Oil,Unani,1500,2/16/2025,2/1/2025,2025-02,2025-02,0,1
104236,C000052,2/24/2025,Diabetes Care,Ayurvedic,1545,1/7/2025,1/1/2025,2025-02,2025-01,1,0
